"Return","Risk"
0.0513962386298188,0.100539931272722
0.046971118815236,0.0839856297550826
0.0561244176123848,0.130609794672852
0.0498827155843272,0.115417612172035
0.057424505919637,0.115904357544047
0.0519651597365994,0.0944118241282407
0.0470134961835717,0.0896417947371766
0.0510700218171422,0.126248874058265
0.0486781461578214,0.122830848636027
0.0555946330567899,0.121293622347611
0.0537650782468284,0.106304071113709
0.0564422213250568,0.126761949659437
0.0511163108690046,0.102100786077896
0.0586390959241754,0.108852045453887
0.0521113090076156,0.115359301554372
0.0534538588051831,0.124189030490563
0.0424806961854907,0.117749835138727
0.0513476191981047,0.123232886617406
0.0474637311042466,0.109865448501679
0.0574148408245719,0.107349334524671
0.0452501437784018,0.129173206612495
0.0472790500850528,0.123437183435827
0.0463950202904307,0.0995471859708027
0.0559067762576934,0.115723150772341
0.0446227250259714,0.108899613662976
0.0681261768077188,0.153421762432678
0.0527122929747976,0.100261775698051
0.0551401082037655,0.125384949712864
0.0392320786984376,0.102728255211846
0.0560735421310976,0.134891711822258
0.0633171961656601,0.131849196241888
0.0492565804155322,0.073759857335128
0.0485568691772252,0.0747763338099443
0.0512868293580823,0.115577332532996
0.0391351200415559,0.136183367928775
0.0566225238437008,0.1110260401165
0.0529210941199338,0.116584023854929
0.048170603490375,0.109247878828965
0.0532822870696448,0.170383850104853
0.0455233602135419,0.108930564547998
0.0534358862411812,0.111084201829129
0.0582372786044837,0.114097556605724
0.0540246600621651,0.0705205548129796
0.0469894347620841,0.0919351737460578
0.047338154563712,0.114159666182011
0.0512369362193778,0.109990028895805
0.0526246677041969,0.109225603056171
0.0518776871196258,0.133724572128335
0.0428981818696937,0.0952825210575253
0.0501203197612757,0.134106921068008
0.047922696929043,0.0999350330394445
0.0554876017013486,0.11893293204865
0.0642380765431228,0.174908922091584
0.0526253917531026,0.112432244293786
0.0440912643436014,0.149141769350307
0.048088853365099,0.0906466891855851
0.048387031113201,0.0802184599077844
0.0480452479408221,0.106695049216256
0.0553186434048493,0.113206802749781
0.0523240782320889,0.0918762042496751
0.0486302095692709,0.140226858940394
0.0458362924578928,0.0967154680273424
0.0508600846593406,0.100305910837895
0.0489771654900835,0.0938990804148995
0.0471931156523338,0.094211329627299
0.049383135109495,0.105321837519548
0.0461535670090902,0.105043633806547
0.0542022237073935,0.11177075455492
0.0581774775187939,0.102670767813298
0.0373818895174754,0.151972826776148
0.0547873313141227,0.108474458907618
0.0610550531039887,0.0934935648170647
0.051885414114262,0.0892352080936337
0.048877353513283,0.097282226118924
0.0500694310845128,0.143604481790234
0.0535500585320823,0.0994462566132401
0.0588591457261505,0.109256245137108
0.0423778340638213,0.104229111335864
0.0550074887275346,0.102084303630489
0.0572467339760576,0.0962422822469444
0.0556590502779724,0.0990808151378749
0.0501285820704686,0.124097681482198
0.0492983783081161,0.0822933475214012
0.0495007341192938,0.139768349160092
0.0604329459748761,0.134172396731681
0.0431368650497306,0.10654545575641
0.0544850045849319,0.0665804636942437
0.0593078425192335,0.1250239381072
0.0548878222979974,0.104028183371896
0.0541207092854735,0.121535597273131
0.0584933407342466,0.124595282176664
0.0574124555536209,0.135043219989594
0.0476228204520495,0.118160124713889
0.0555488348967389,0.118388893840622
0.0516358452247965,0.0537161835501737
0.0469878840670215,0.0894164737919538
0.0457527253251122,0.0801364618023068
0.0370838888765813,0.116617913309173
0.0569940270486594,0.137600433799121
0.0537078410696116,0.125437740726029
0.0528165639330288,0.10801340624513
0.0514574280326784,0.110447583489873
0.0532897528859009,0.133262232490383
0.0582849271726251,0.137765064884889
0.0452875659813536,0.0918013275380499
0.0449899126060425,0.0967477308845675
0.0448570870342247,0.123504399704134
0.0571494667223481,0.101962455907516
0.0359487086589805,0.0827601171553794
0.0434891639562877,0.112057057581917
0.0561255112508621,0.111676731115592
0.0569561897869127,0.0930425427041302
0.0426724395370561,0.109841511365519
0.0534668720225324,0.117321841145284
0.0558540133407785,0.103343935060941
0.0521511979468732,0.0894313616716947
0.0457740950823192,0.107549727546058
0.0503779163762338,0.0993213215672791
0.0506569271121475,0.147471430806586
0.0519985921628084,0.0604004233283186
0.0508485703596768,0.113525559137518
0.0549965228865436,0.116824464253383
0.0460205937067892,0.0836321678277422
0.0490427490019579,0.101738207637172
0.0545075920410795,0.0883700184596345
0.0502274810644996,0.0905788948922644
0.0545141842694355,0.12918646920793
0.0529350938012362,0.1033808789078
0.0510334286639848,0.128294225195742
0.0460323605472238,0.10712113455794
0.0489562419035739,0.122120610227316
0.0494836210349444,0.117692865268858
0.0546551125793379,0.101784009086602
0.050890422552935,0.0870849551243894
0.0478157495138962,0.103058094561367
0.0526753886342643,0.140690042244622
0.0455417682767148,0.127351492828527
0.0509162691772058,0.102581403799015
0.0474297478551111,0.0903288811256228
0.059456417062331,0.129102706340047
0.0496385560910811,0.11340509705773
0.0470752922811826,0.116785665757283
0.0487531732956079,0.122968785877761
0.0447600320597623,0.126309708350816
0.0457432418295717,0.108803325362969
0.0506057169976544,0.100949143981396
0.056201735647522,0.0947367303481821
0.0569304079838404,0.107526856592883
0.0572796088936233,0.0957394127527517
0.0464269135452332,0.0876163235116026
0.0493357724941519,0.131934533988588
0.0430461799951249,0.133105178005707
0.0600377985320203,0.120849066017169
0.0478945684394734,0.0965143312758353
0.0538544498724218,0.155541685190445
0.0542778794311876,0.119623712335244
0.0597357105014645,0.104034660970428
0.0517790553475865,0.102838175134555
0.0414823472214621,0.0817434450934964
0.0578011548109973,0.115735550161493
0.0493023219916215,0.109657891307988
0.0478051134640376,0.0962419443038626
